"title","musicentity","observationValue","startTime","startTimeType","duration","durationType"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","118.59","http://w3id.org/polifonia/resource/ValueType/Second","1.4099999999999966","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","120.0","http://w3id.org/polifonia/resource/ValueType/Second","1.4000000000000057","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","G:hdim7","121.4","http://w3id.org/polifonia/resource/ValueType/Second","1.4099999999999966","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","C:7","122.81","http://w3id.org/polifonia/resource/ValueType/Second","1.4200000000000017","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","124.23","http://w3id.org/polifonia/resource/ValueType/Second","1.3900000000000006","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","125.62","http://w3id.org/polifonia/resource/ValueType/Second","1.4200000000000017","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","127.04","http://w3id.org/polifonia/resource/ValueType/Second","1.4200000000000017","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:min","128.46","http://w3id.org/polifonia/resource/ValueType/Second","1.4099999999999966","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","F:7","129.87","http://w3id.org/polifonia/resource/ValueType/Second","1.3899999999999864","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","Bb:7","131.26","http://w3id.org/polifonia/resource/ValueType/Second","1.4000000000000057","http://w3id.org/polifonia/resource/ValueType/Second"
"Work Song","http://w3id.org/polifonia/resource/MusicEntity/1227e5c7929146ca5e883569d6ed70d6b9180c72","Db:7","132.66","http://w3id.org/polifonia/resource/ValueType/Second","0.7400000000000091","http://w3id.org/polifonia/resource/ValueType/Second"
