"title","musicentity","observationValue","startTime","startTimeType","duration","durationType"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","F:7","9.13","http://w3id.org/polifonia/resource/ValueType/Second","0.4499999999999993","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Bb","9.58","http://w3id.org/polifonia/resource/ValueType/Second","0.4599999999999991","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Bb:dim7","10.04","http://w3id.org/polifonia/resource/ValueType/Second","0.46000000000000085","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","C:min7","10.5","http://w3id.org/polifonia/resource/ValueType/Second","0.47000000000000064","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","F:7","10.97","http://w3id.org/polifonia/resource/ValueType/Second","0.4599999999999991","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Ab:min7","11.43","http://w3id.org/polifonia/resource/ValueType/Second","0.45000000000000107","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Db:7","11.88","http://w3id.org/polifonia/resource/ValueType/Second","0.4599999999999991","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Gb","12.34","http://w3id.org/polifonia/resource/ValueType/Second","0.9299999999999997","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","C:min7","13.27","http://w3id.org/polifonia/resource/ValueType/Second","0.46000000000000085","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","F:7","13.73","http://w3id.org/polifonia/resource/ValueType/Second","0.4499999999999993","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","Bb","14.18","http://w3id.org/polifonia/resource/ValueType/Second","0.9000000000000004","http://w3id.org/polifonia/resource/ValueType/Second"
"Crazeology (take 4)","http://w3id.org/polifonia/resource/MusicEntity/cb9ed195ae63cbb39e6f43f32c928e6b5c62d6fa","D:7","15.08","http://w3id.org/polifonia/resource/ValueType/Second","0.9300000000000015","http://w3id.org/polifonia/resource/ValueType/Second"
